SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-01-29,15,34331,A,39536,31615,2065,6417,0,22382,0,13,3563,-921,-766,765,0,202,-262,-1429,-644,-570,200
2026-01-29,16,35994,A,40821,33172,2137,6417,0,22382,0,10,3916,-510,-746,793,0,202,-266,-1451,-635,-609,200
2026-01-29,17,37387,A,41632,34404,2131,6417,40,22382,0,10,3704,-371,-280,600,0,203,-934,-1452,-68,-530,200
2026-01-29,18,37498,A,41781,34528,2183,6417,278,22382,0,10,3734,-458,-242,557,0,140,-970,-1452,-32,-519,200
2026-01-29,19,38081,A,41999,35128,2214,6417,563,22382,0,3,3737,-52,-20,-473,0,30,-1020,-1452,-6,-292,200
2026-01-29,20,37826,A,41739,34807,2264,6417,883,22382,0,6,3660,2,-5,-546,0,145,-1022,-1452,-3,-279,200
2026-01-29,21,37892,A,42152,34853,2268,6417,1248,22382,0,3,3385,2,-5,-814,0,203,-1022,-1453,-4,-359,191
2026-01-29,22,37540,A,41819,34486,2328,6417,1582,22382,0,5,3308,2,-5,-824,0,200,-1022,-1453,-4,-366,190
2026-01-29,23,37374,A,41826,34423,2377,6417,1802,22382,0,5,3208,2,-5,-923,0,194,-1022,-1453,-4,-440,190
2026-01-29,24,37342,A,41797,34444,2441,6417,1782,22382,0,10,3430,2,15,-926,0,194,-1022,-1453,13,-444,190
2026-01-29,25,37895,A,42273,35037,2444,6417,2188,22382,0,10,3438,383,706,-882,0,193,-1022,-1453,566,-411,190
2026-01-29,26,37618,A,41993,34787,2460,6417,2246,22382,0,10,3506,437,748,-880,0,194,-1022,-1453,604,-410,190
2026-01-29,27,37607,A,42263,34709,2449,6417,1736,22382,0,6,3528,627,559,-1068,12,193,-1022,-1453,685,-507,190
2026-01-29,28,37495,A,42156,34497,2507,6417,1388,22382,0,5,3454,652,552,-1075,150,193,-1022,-1453,689,-506,190
2026-01-29,29,37712,A,42096,34699,2505,6417,1036,22382,0,11,3635,627,760,-1076,201,194,-1022,-1453,630,-222,190
2026-01-29,30,37798,A,42161,34884,2528,6417,685,22382,0,14,3642,624,775,-1070,197,129,-1022,-1453,625,-204,190
2026-01-29,31,37862,A,41445,34935,2624,6417,431,22382,0,15,3507,956,805,-322,131,55,-922,-1453,592,-271,190
2026-01-29,32,38766,A,42278,35787,2709,6417,174,22382,0,16,3853,1001,802,-254,58,16,-919,-1453,577,-270,190
2026-01-29,33,39311,A,42638,36362,2729,6417,23,22382,0,16,4192,829,635,-303,1,114,-872,-1453,128,-83,190
2026-01-29,34,40927,A,44203,37820,2813,6417,0,22382,0,14,4252,804,611,-305,71,23,-870,-1439,106,-48,147
2026-01-29,35,42129,A,45349,38816,2832,6417,0,22382,0,14,4444,270,149,-320,49,0,-1017,-1269,346,752,19
2026-01-29,36,42235,A,45431,38888,2869,6417,0,22382,0,14,4430,197,115,-321,19,0,-1022,-1217,353,812,-22
2026-01-29,37,42090,A,45281,38761,2896,6417,0,22382,0,14,4623,23,26,-521,0,-54,-1022,-824,81,1006,-156
2026-01-29,38,41543,A,44756,38308,2972,6417,0,22382,0,14,4738,2,20,-529,0,-10,-1021,-755,62,1009,-284
2026-01-29,39,40828,A,43304,37697,2985,6417,0,22382,0,14,4769,2,12,-303,0,0,-765,-491,14,595,-303
2026-01-29,40,39383,A,41665,36373,3044,6417,0,22382,0,10,4972,4,28,-293,0,0,-754,-428,21,565,-197
2026-01-29,41,38773,A,40050,35892,3017,6417,0,22382,0,6,4941,850,616,-106,-15,0,-415,-51,345,571,-84
2026-01-29,42,37425,A,38541,34629,3041,6417,0,22382,0,6,4943,973,649,-104,0,54,-401,-5,361,577,24
2026-01-29,43,35347,A,36787,32708,3030,6417,0,22382,0,6,5033,703,395,-271,0,10,-504,-5,138,777,-54
2026-01-29,44,33935,A,35418,31482,3107,6417,0,22382,0,9,5075,666,371,-278,-9,0,-509,-5,124,791,-73
2026-01-29,45,31873,A,33079,29588,3065,6417,0,22382,0,86,5101,563,182,141,-90,0,-377,-5,89,781,-48
2026-01-29,46,30217,A,31208,28086,3108,6417,0,22382,0,11,5304,548,171,152,-9,4,-371,26,91,785,68
2026-01-29,47,28193,A,29157,26243,3138,6417,0,22382,0,293,5109,906,253,104,0,1,-71,400,202,990,82
2026-01-29,48,26709,A,27676,24927,3245,6417,0,22387,0,307,4896,954,260,102,0,0,-60,450,215,1009,39
2026-01-30,1,27224,A,28199,25350,3161,6417,0,22387,0,340,4814,955,318,2,0,0,40,505,416,1176,-35
2026-01-30,2,27990,A,29022,26125,3179,6417,0,22387,0,432,4663,955,325,0,0,0,44,482,434,1187,84
2026-01-30,3,27933,A,29345,26116,3220,6417,0,22387,0,812,4739,984,458,0,0,0,65,109,615,1123,82
2026-01-30,4,27150,A,28892,25396,3204,6417,0,22387,0,1112,5132,988,476,0,-1,0,62,47,636,1116,-29
2026-01-30,5,26545,A,29244,24901,3163,6417,0,22387,0,1017,5276,994,833,-283,-64,0,-417,-150,952,1018,-168
2026-01-30,6,26405,A,29311,24858,3182,6417,0,22387,0,1103,5435,995,859,-310,-5,0,-439,-203,971,1006,-246
2026-01-30,7,25514,A,29118,23953,3192,6417,0,22387,0,1114,5294,995,918,-447,0,0,-645,-580,944,807,-218
2026-01-30,8,25154,A,28787,23654,3159,6417,0,22387,0,1107,5376,995,913,-452,-13,0,-653,-630,940,791,-178
2026-01-30,9,24836,A,28854,23375,3085,6417,0,22387,0,991,5519,900,611,-567,-120,0,-840,-673,830,831,-227
2026-01-30,10,24769,A,28822,23319,3119,6417,0,22387,0,1221,5405,886,575,-571,-81,0,-847,-649,802,841,-84
2026-01-30,11,25064,A,28622,23638,3094,6417,0,22387,0,1113,5184,307,32,-562,56,0,-1016,-267,63,1105,16
2026-01-30,12,25952,A,29267,24449,3166,6417,0,22387,0,912,5060,228,-5,-562,36,13,-1021,-215,16,1121,143
2026-01-30,13,28423,A,31028,26716,3252,6417,0,22387,0,309,5140,27,-5,-524,145,112,-1021,-146,44,1002,200
2026-01-30,14,30723,A,33282,28839,3347,6417,0,22387,0,266,4993,4,-4,-522,108,22,-1021,-146,46,989,200
2026-01-30,15,33494,A,36006,31381,3315,6417,0,22387,0,246,5257,509,22,-557,196,43,-853,-256,21,804,197
2026-01-30,16,34823,A,37107,32580,3348,6417,0,22387,0,28,5650,583,30,-556,90,2,-847,-253,32,792,200
2026-01-30,17,36222,A,37669,33812,3336,6417,52,22387,0,18,5613,712,287,-162,1,0,-635,-32,448,832,176
2026-01-30,18,36908,A,38286,34372,3327,6417,364,22387,0,14,5607,730,320,-144,0,0,-620,10,488,840,43
2026-01-30,19,38077,A,38849,35433,3323,6417,928,22387,0,17,5197,963,858,113,-59,0,-29,178,925,995,-67
2026-01-30,20,37837,A,38688,35163,3319,6417,1647,22387,0,17,4894,994,896,122,-16,0,0,221,954,1004,-218
2026-01-30,21,37596,A,38575,34828,3308,6417,2088,22387,0,17,4847,994,941,151,0,0,242,504,995,961,-362
2026-01-30,22,37390,A,38385,34599,3346,6417,2603,22387,0,17,5010,994,945,152,0,0,251,569,998,958,-378
2026-01-30,23,37232,A,38225,34432,3334,6417,2789,22387,0,17,4788,995,975,212,-1,0,80,936,998,987,-375
2026-01-30,24,36605,A,37569,33813,3324,6417,3155,22387,0,9,4812,994,977,212,-89,0,74,1005,999,989,-266
2026-01-30,25,36556,A,37759,33729,3268,6417,3056,22387,0,9,4611,994,991,2,-241,0,218,1295,999,926,-353
2026-01-30,26,36423,A,37674,33647,3241,6417,3313,22387,0,9,4493,994,992,0,-280,0,223,1325,999,923,-362
2026-01-30,27,36494,A,37855,33712,3221,6417,2804,22387,0,9,4364,995,992,214,-379,-1,172,1237,999,1012,-372
2026-01-30,28,36084,A,37624,33235,3169,6417,2431,22387,0,9,4140,994,992,231,-431,-61,170,1196,999,1024,-439
2026-01-30,29,36079,A,37422,33188,3161,6417,2107,22387,0,9,4170,995,992,392,-319,-4,73,824,999,1235,-411
2026-01-30,30,35983,A,37529,33157,3134,6417,1250,22387,0,8,4128,994,992,398,-400,-35,69,769,999,1254,-503
2026-01-30,31,36115,A,37864,33258,3272,6417,733,22387,0,8,4031,994,992,552,-450,-177,67,671,999,1347,-514
2026-01-30,32,36558,A,38459,33740,3352,6417,426,22387,0,8,4140,994,992,559,-451,-328,67,689,998,1350,-514
2026-01-30,33,37375,A,39394,34510,3308,6417,86,22387,0,8,4019,993,992,887,-450,-447,161,1061,998,1170,-514
2026-01-30,34,38340,A,40442,35398,3470,6417,3,22387,0,8,4086,993,993,901,-450,-531,164,1127,998,1162,-513
2026-01-30,35,39931,A,42035,36826,3514,6417,0,22387,0,8,4199,992,992,1055,-451,-531,340,1367,987,1351,-514
2026-01-30,36,40040,A,42145,36923,3671,6417,0,22387,0,8,4162,993,984,1061,-452,-531,352,1397,982,1367,-514
2026-01-30,37,39511,A,41614,36449,3673,6417,0,22387,0,8,3939,992,679,1061,-451,-531,900,1397,829,1419,-513
2026-01-30,38,38483,A,40587,35501,3708,6417,0,22387,0,8,3941,992,667,1061,-451,-531,926,1397,824,1422,-514
2026-01-30,39,37647,A,39751,34736,3756,6417,0,22387,0,8,3962,992,969,1061,-451,-531,834,1397,987,1359,-514
2026-01-30,40,36368,A,38471,33516,3810,6417,0,22387,0,8,3942,992,990,1054,-451,-531,831,1397,998,1356,-513
2026-01-30,41,35422,A,37526,32687,3664,6417,0,22387,0,8,4179,992,992,1062,-451,-531,934,1397,997,1418,-514
2026-01-30,42,34211,A,36315,31586,3685,6417,0,22387,0,8,3912,992,990,1061,-451,-531,938,1397,992,1422,-514
2026-01-30,43,32454,A,34558,30002,3681,6417,0,22387,0,8,3867,992,901,1061,-451,-531,804,1397,807,1359,-514
2026-01-30,44,30865,A,32969,28571,3715,6417,0,22387,0,8,3894,991,883,1062,-451,-531,800,1370,783,1354,-514
2026-01-30,45,29123,A,31221,26944,3599,6417,0,22387,0,7,4045,664,469,1061,-446,-531,791,1026,380,1418,-514
2026-01-30,46,27730,A,29738,25707,3598,6417,0,22387,0,10,4180,618,434,1060,-354,-531,790,981,353,1423,-513
2026-01-30,47,26853,A,29144,24740,3518,6417,0,22387,0,315,4378,203,216,1063,-332,-531,530,943,301,1423,-513
2026-01-30,48,25983,A,28371,23923,3468,6417,0,22388,0,412,4267,147,206,1064,-332,-531,520,945,303,1423,-513
2026-01-31,1,26015,A,28464,23970,3437,6417,0,22388,0,472,4309,139,400,932,-332,-531,297,1025,528,1423,-514
2026-01-31,2,26760,A,29206,24710,3466,6417,0,22388,0,470,4302,138,410,929,-332,-531,288,1035,536,1422,-513
2026-01-31,3,26072,A,28704,24225,3459,6417,0,22388,0,655,4218,374,267,980,-332,-531,474,1029,334,1382,-514
2026-01-31,4,25570,A,28230,23805,3463,6417,0,22388,0,735,4312,406,262,983,-332,-479,481,1028,325,1380,-514
2026-01-31,5,25029,A,27793,23321,3341,6417,0,22388,0,796,4298,343,418,942,-332,-522,467,1019,445,1416,-514
2026-01-31,6,24682,A,27450,23039,3292,6417,0,22388,0,792,4343,335,423,940,-332,-531,465,1022,449,1421,-513
2026-01-31,7,24120,A,26787,22548,3208,6417,0,22388,0,730,4360,515,222,912,-332,-491,137,1079,344,1379,-514
2026-01-31,8,22948,A,25752,21529,3218,6417,0,22388,0,928,4255,540,209,912,-332,-431,124,1087,338,1376,-513
2026-01-31,9,22917,A,25849,21619,3147,6417,0,22388,0,1027,4255,459,277,884,-332,-459,181,1088,378,1421,-514
2026-01-31,10,22839,A,25797,21499,3105,6417,0,22388,0,1068,4203,448,277,883,-332,-445,183,1104,379,1426,-513
2026-01-31,11,22705,A,25443,21335,2955,6417,0,22388,0,1018,4042,232,96,842,-329,-294,326,1303,299,1426,-497
2026-01-31,12,22851,A,25512,21520,2903,6417,0,22388,0,1009,4217,203,85,840,-397,-142,333,1332,292,1426,-513
2026-01-31,13,24001,A,26021,22582,2847,6417,0,22388,0,546,4169,187,118,675,-346,-14,678,1390,257,1426,-514
2026-01-31,14,24945,A,26863,23500,2806,6417,0,22388,0,395,4156,184,125,669,-409,0,692,1397,257,1424,-514
2026-01-31,15,26220,A,27898,24663,2745,6417,0,22388,0,289,4641,373,299,474,-301,-1,620,1397,367,1357,-487
2026-01-31,16,27315,A,29168,25583,2711,6417,1,22388,0,275,4537,399,319,466,-369,-96,617,1397,376,1353,-513
2026-01-31,17,28885,A,30816,26941,2625,6417,255,22388,0,119,4813,785,617,392,-450,-248,433,1397,451,1368,-514
2026-01-31,18,30003,A,31975,27880,2537,6417,1043,22388,0,13,4678,837,644,389,-451,-394,426,1397,462,1372,-514
2026-01-31,19,30674,A,32771,28331,2462,6417,1997,22388,0,13,4232,804,882,557,-451,-519,487,1397,660,1416,-514
2026-01-31,20,30661,A,32770,28175,2356,6417,2819,22388,0,13,3845,800,897,564,-451,-531,489,1397,679,1419,-514
2026-01-31,21,30936,A,33045,28378,2232,6417,3865,22388,0,13,3599,927,870,849,-451,-531,613,1397,912,1419,-514
2026-01-31,22,30921,A,33030,28267,2196,6417,4396,22388,0,13,3526,944,870,862,-451,-531,618,1398,927,1419,-514
2026-01-31,23,30454,A,32562,27760,2040,6417,4684,22388,0,12,3331,853,930,705,-451,-531,667,1397,931,1419,-514
2026-01-31,24,30274,A,32382,27532,1961,6417,5114,22388,0,12,3202,841,935,700,-451,-531,669,1397,933,1419,-514
2026-01-31,25,30606,A,32714,27852,1854,6417,4608,22388,0,12,3158,975,989,991,-451,-531,851,1397,994,1419,-514
2026-01-31,26,30714,A,32822,27949,1816,6417,4391,22388,0,12,2964,993,992,1003,-451,-531,857,1397,998,1419,-514
2026-01-31,27,30997,A,33105,28179,1817,6417,4258,22388,0,12,2866,993,992,1041,-451,-531,1011,1397,998,1419,-514
2026-01-31,28,31197,A,33306,28261,1771,6417,3558,22388,0,13,2703,993,992,1043,-451,-531,1017,1397,999,1419,-514
2026-01-31,29,31427,A,33537,28493,1733,6417,2836,22388,0,14,2270,993,992,1043,-451,-531,998,1397,998,1405,-514
2026-01-31,30,31904,A,34014,28979,1634,6417,2213,22388,0,14,1964,992,989,1042,-451,-531,989,1397,996,1403,-514
2026-01-31,31,32721,A,34834,29780,1629,6417,1210,22388,0,17,2146,912,863,683,-451,-531,388,1397,924,1389,-514
2026-01-31,32,33534,A,35646,30539,1681,6417,535,22388,0,16,1923,900,858,665,-451,-531,358,1397,921,1389,-514
2026-01-31,33,34395,A,36509,31399,1672,6417,191,22388,0,18,1969,982,984,223,-451,-531,395,1397,994,1419,-514
2026-01-31,34,35657,A,37765,32624,1736,6417,13,22388,0,12,2123,994,991,205,-451,-531,398,1397,998,1425,-514
2026-01-31,35,37262,A,39367,34102,1806,6417,0,22388,0,10,2174,993,944,647,-450,-531,707,1397,984,1425,-514
2026-01-31,36,37329,A,39434,34209,1832,6417,0,22388,0,10,2265,993,942,667,-450,-531,719,1397,984,1425,-514
2026-01-31,37,37350,A,39453,34270,1807,6417,0,22388,0,8,2238,967,962,853,-450,-531,894,1397,983,1425,-514
2026-01-31,38,36381,A,38488,33292,1800,6417,0,22388,0,11,1864,963,964,861,-451,-531,900,1397,983,1425,-514
2026-01-31,39,35731,A,37836,32700,1708,6417,0,22388,0,9,1677,985,990,1005,-451,-531,993,1397,997,1425,-514
2026-01-31,40,35076,A,37180,32091,1718,6417,0,22388,0,8,1867,989,992,1011,-451,-531,997,1397,998,1425,-514
2026-01-31,41,34250,A,36354,31371,1610,6417,0,22388,0,8,2095,992,992,1010,-451,-531,987,1397,998,1425,-514
2026-01-31,42,33042,A,35144,30199,1602,6417,0,22388,0,6,2267,992,992,1010,-451,-531,987,1397,997,1425,-514
2026-01-31,43,31962,A,34064,29208,1666,6417,0,22388,0,6,2323,992,991,950,-451,-531,997,1397,984,1425,-514
2026-01-31,44,30762,A,32851,28069,1698,6417,0,22388,0,6,2364,992,986,947,-451,-518,997,1397,979,1423,-514
2026-01-31,45,29547,A,31511,27010,1552,6417,0,22388,0,6,2366,992,805,893,-451,-393,997,1397,812,1424,-514
2026-01-31,46,28354,A,30145,26007,1494,6417,0,22388,0,6,2357,992,793,890,-430,-241,997,1397,804,1425,-514
2026-01-31,47,27099,A,28892,24875,1430,6417,0,22388,0,6,2218,829,833,612,-446,-227,799,1397,885,1425,-514
2026-01-31,48,26002,A,27810,23863,1401,6417,0,22458,0,6,2107,806,837,600,-451,-238,792,1397,891,1425,-513
2026-02-01,1,26646,A,28354,24441,1370,6417,0,22458,0,6,2328,915,891,734,-451,-137,871,1397,926,1425,-514
2026-02-01,2,27044,A,28631,24834,1344,6417,0,22458,0,6,2354,930,897,739,-451,-16,873,1397,930,1425,-514
2026-02-01,3,26561,A,28167,24417,1274,6417,0,22458,0,6,2441,986,959,827,-451,-35,850,1397,994,1425,-514
2026-02-01,4,26043,A,27621,23924,1233,6417,0,22458,0,6,2279,993,963,831,-451,-7,850,1397,998,1425,-514
2026-02-01,5,25708,A,27364,23610,1156,6417,0,22458,0,6,2242,993,945,865,-451,-86,859,1397,998,1425,-513
2026-02-01,6,25235,A,26813,23190,1095,6417,0,22458,0,6,2163,994,944,866,-451,-7,860,1397,998,1425,-514
2026-02-01,7,24708,A,26372,22667,1097,6417,0,22458,0,117,2070,994,962,824,-433,0,827,1397,998,1425,-514
2026-02-01,8,24171,A,26066,22081,1107,6417,0,22458,0,540,2251,993,964,820,-304,0,826,1397,997,1425,-451
2026-02-01,9,23829,A,25613,21817,1046,6417,0,22458,0,546,2489,995,990,450,-189,0,680,1397,952,1425,-449
2026-02-01,10,23589,A,25213,21607,1059,6417,0,22458,0,543,2402,994,992,426,-167,0,675,1397,949,1424,-314
2026-02-01,11,23261,A,24598,21308,974,6417,0,22458,0,545,2450,995,992,105,-28,0,519,1397,949,1377,-164
2026-02-01,12,23044,A,24144,21091,936,6417,0,22458,0,474,2498,995,992,102,0,0,514,1397,950,1374,-26
2026-02-01,13,23612,A,24522,21602,902,6417,0,22458,0,142,2313,986,992,-168,0,0,527,1397,950,1403,56
2026-02-01,14,24097,A,24888,22101,910,6417,0,22458,0,10,2225,985,989,-181,0,0,527,1397,948,1406,118
2026-02-01,15,25128,A,25737,23072,920,6417,0,22458,0,9,2247,912,901,359,56,0,264,1397,889,1420,200
2026-02-01,16,26070,A,26679,23922,907,6417,0,22458,0,9,2062,901,896,403,25,0,253,1397,888,1420,177
2026-02-01,17,27738,A,28347,25436,858,6417,33,22458,0,9,1983,983,940,534,109,0,395,1397,992,1420,152
2026-02-01,18,28936,A,29546,26487,838,6417,279,22458,0,10,1669,994,945,540,21,0,400,1397,999,1420,26
2026-02-01,19,30407,A,31180,27779,796,6417,698,22458,0,12,1523,993,989,750,-68,0,644,1397,998,1420,-93
2026-02-01,20,31389,A,32352,28592,743,6417,1120,22458,0,12,1390,993,992,758,-154,0,654,1397,998,1420,-197
2026-02-01,21,32306,A,33086,29271,674,6417,1665,22458,0,12,1223,992,992,1017,-31,0,1003,1397,998,1420,-137
2026-02-01,22,32769,A,33621,29668,678,6417,2000,22458,0,10,1215,992,992,1027,0,0,1017,1397,998,1420,-242
2026-02-01,23,33088,A,34145,29945,697,6417,2313,22458,0,10,1104,992,992,1052,-68,0,1017,1397,998,1420,-379
2026-02-01,24,33629,A,34907,30441,734,6417,2352,22458,0,10,950,992,992,1053,-166,0,1017,1397,998,1420,-502
2026-02-01,25,33802,A,35121,30618,742,6417,2250,22458,0,11,938,992,992,1055,-194,0,1017,1397,999,1419,-514
2026-02-01,26,34466,A,35876,31222,729,6417,1909,22458,0,10,848,992,992,1056,-286,0,1017,1397,998,1417,-514
2026-02-01,27,34682,A,36231,31405,664,6417,1782,22458,0,10,542,992,992,1056,-425,0,1017,1397,998,1420,-514
2026-02-01,28,34724,A,36329,31316,621,6417,1706,22458,0,10,499,992,992,1056,-451,-30,1017,1397,998,1420,-514
2026-02-01,29,34560,A,36309,31200,543,6417,1331,22458,0,12,467,992,992,1059,-451,-172,997,1397,999,1420,-514
2026-02-01,30,34415,A,36273,31055,510,6417,1138,22458,0,11,383,992,992,1060,-451,-282,997,1397,999,1420,-514
2026-02-01,31,35015,A,36993,31658,520,6417,859,22458,0,12,682,992,992,1060,-451,-401,997,1397,999,1420,-514
2026-02-01,32,36144,A,38237,32763,481,6417,461,22458,0,7,774,992,992,1061,-451,-521,997,1397,999,1421,-514
2026-02-01,33,36688,A,38790,33164,449,6417,154,22458,0,6,538,992,992,1059,-451,-531,997,1397,999,1420,-514
2026-02-01,34,38039,A,40141,34438,471,6417,8,22458,0,6,707,992,992,1060,-451,-531,997,1397,999,1420,-514
2026-02-01,35,39287,A,41389,35601,488,6417,0,22458,0,6,837,992,992,1058,-451,-531,997,1397,999,1420,-514
2026-02-01,36,40064,A,42166,36319,507,6417,0,22458,0,6,938,992,992,1058,-451,-531,997,1397,999,1420,-514
2026-02-01,37,39636,A,41738,35909,515,6417,0,22458,0,6,784,992,992,1061,-451,-531,997,1397,999,1424,-514
2026-02-01,38,38454,A,40556,34824,493,6417,0,22458,0,6,764,992,992,1059,-451,-531,997,1397,999,1424,-514
2026-02-01,39,37752,A,39860,34161,448,6417,0,22458,0,12,798,992,992,1060,-451,-531,997,1397,999,1424,-514
2026-02-01,40,36451,A,38558,32951,443,6417,0,22458,0,11,637,992,992,1059,-451,-531,997,1397,999,1424,-514
2026-02-01,41,35152,A,37256,31780,443,6417,0,22458,0,8,478,992,992,1057,-451,-531,996,1397,999,1424,-514
2026-02-01,42,34440,A,36542,31200,476,6417,0,22458,0,6,482,992,992,1058,-451,-531,996,1397,999,1424,-514
2026-02-01,43,32909,A,35011,29888,495,6417,0,22458,0,6,471,992,992,1058,-451,-531,913,1397,999,1424,-514
2026-02-01,44,31743,A,33845,28771,487,6417,0,22458,0,6,416,992,992,1056,-451,-531,910,1397,999,1424,-514
2026-02-01,45,30181,A,32283,27394,472,6417,0,22458,0,6,549,992,992,1055,-451,-531,981,1397,1000,1424,-514
2026-02-01,46,28794,A,30898,26213,493,6417,0,22458,0,8,679,992,992,1056,-451,-531,984,1397,999,1424,-514
2026-02-01,47,26999,A,29083,24500,503,6417,0,22458,0,8,750,992,992,1056,-451,-511,898,1397,999,1424,-514
2026-02-01,48,25702,A,27594,23354,524,6417,0,22463,0,8,978,992,992,1056,-394,-376,895,1397,999,1423,-514
2026-02-02,1,26130,A,27762,23779,555,6417,0,22463,0,8,1087,992,991,1052,-286,-224,936,1397,999,1359,-514
2026-02-02,2,26908,A,28264,24610,634,6417,0,22463,0,8,1454,992,991,1051,-214,-71,937,1397,998,1356,-463
2026-02-02,3,26665,A,28122,24436,685,6417,0,22463,0,8,1401,989,991,1050,-339,0,899,1397,984,1418,-510
2026-02-02,4,26086,A,27523,23931,768,6417,0,22463,0,8,1410,988,990,1050,-315,0,896,1381,982,1420,-514
2026-02-02,5,25591,A,27146,23493,823,6417,0,22463,0,8,1369,965,965,1049,-421,0,628,1178,947,1322,-526
2026-02-02,6,25349,A,26869,23072,881,6417,0,22463,0,11,1218,961,963,1048,-395,0,618,1126,943,1313,-514
2026-02-02,7,24559,A,26179,22407,916,6417,0,22463,0,271,1536,800,943,1044,-247,0,543,793,880,1313,-502
2026-02-02,8,24128,A,25495,22005,966,6417,0,22463,0,285,1695,777,941,1043,-100,0,533,722,876,1312,-382
2026-02-02,9,23728,A,25007,21614,1010,6417,0,22463,0,281,2076,470,905,716,-107,66,-61,350,924,1292,-230
2026-02-02,10,23880,A,24951,21728,1087,6417,0,22463,0,283,2229,427,883,648,-19,144,-90,302,911,1286,-79
2026-02-02,11,23926,A,25097,21809,1196,6417,0,22463,0,24,2554,-99,166,-159,56,144,-289,279,319,1216,67
2026-02-02,12,24961,A,26226,22780,1327,6417,0,22463,0,7,2502,-189,122,-173,11,144,-296,258,280,1207,171
2026-02-02,13,27164,A,28719,24818,1479,6417,0,22463,0,7,2465,-411,328,-116,0,144,-421,24,220,1077,153
2026-02-02,14,30022,A,31616,27394,1529,6417,0,22463,0,7,2617,-441,339,-114,0,144,-426,-6,218,1065,197
2026-02-02,15,33119,A,34173,30310,1568,6417,0,22463,0,8,2968,197,256,-160,0,81,-281,-5,252,982,197
2026-02-02,16,34649,A,35696,31866,1659,6417,0,22463,0,10,3171,309,255,-161,0,0,-276,26,256,977,197
2026-02-02,17,36324,A,37234,33341,1823,6417,15,22463,0,10,3163,398,414,199,0,0,-300,400,306,1030,197
2026-02-02,18,36753,A,37663,33724,1917,6417,136,22463,0,10,3291,411,426,221,0,0,-300,475,319,1035,197
2026-02-02,19,37776,A,38386,34662,1976,6417,404,22463,0,10,3035,560,458,715,0,0,19,849,659,1071,197
2026-02-02,20,37860,A,38472,34727,2096,6417,654,22463,0,12,2795,580,469,739,0,0,32,890,678,1080,198
2026-02-02,21,38014,A,38626,34834,2191,6417,874,22463,0,12,2827,513,774,944,1,0,38,825,593,1295,200
2026-02-02,22,37644,A,38301,34500,2276,6417,1169,22463,0,57,2883,504,793,952,90,0,38,830,591,1303,200
2026-02-02,23,37579,A,38348,34438,2494,6417,1391,22463,0,169,3127,809,723,1056,196,8,201,996,742,1072,200
2026-02-02,24,37625,A,38392,34457,2683,6417,1436,22463,0,167,3533,852,724,1062,200,0,207,1009,755,1055,200
2026-02-02,25,37816,A,38583,34636,2682,6417,1314,22463,0,167,3361,954,950,1062,149,0,221,908,874,1036,200
2026-02-02,26,37784,A,38548,34665,2815,6417,1351,22463,0,164,3437,969,963,1062,191,0,221,866,880,1034,200
2026-02-02,27,37532,A,38296,34484,2932,6417,1464,22463,0,164,3666,872,863,1060,200,0,201,492,793,994,200
2026-02-02,28,37459,A,38223,34411,3080,6417,1304,22463,0,164,3722,859,852,1060,200,0,200,417,787,990,200
2026-02-02,29,37725,A,38487,34662,3182,6417,797,22463,0,162,4079,828,712,1056,200,0,167,42,784,997,200
2026-02-02,30,37986,A,38756,34979,3271,6417,645,22463,0,165,4223,824,708,913,200,0,165,-5,788,994,200
2026-02-02,31,37496,A,38739,34544,3344,6417,370,22463,0,167,4345,910,901,-379,200,1,-92,-5,951,811,200
2026-02-02,32,38308,A,39612,35292,3385,6417,177,22463,0,169,4549,922,916,-428,200,89,-102,-5,962,787,200
2026-02-02,33,39149,A,40409,36171,3455,6417,48,22463,0,169,4739,985,987,-411,200,198,-75,-5,987,457,200
2026-02-02,34,39888,A,41124,36853,3503,6417,3,22463,0,166,4857,994,985,-396,200,143,-74,16,983,447,200
2026-02-02,35,41485,A,42253,38171,3621,6417,0,22463,0,166,4883,889,742,352,200,23,-2,261,787,1040,200
2026-02-02,36,41660,A,42427,38226,3659,6417,0,22463,0,167,4759,874,722,395,200,0,1,289,773,1085,200
2026-02-02,37,41258,A,42166,37977,3571,6417,0,22463,0,308,4638,843,620,740,200,0,265,266,723,1225,200
2026-02-02,38,40362,A,41299,37280,3638,6417,0,22463,0,337,4614,838,622,754,200,0,275,266,726,1224,200
2026-02-02,39,38883,A,39999,35978,3657,6417,0,22463,0,516,4007,974,951,532,200,63,10,296,967,801,200
2026-02-02,40,37366,A,38537,34574,3659,6417,0,22463,0,571,3036,993,973,523,200,165,5,324,983,761,200
2026-02-02,41,36619,A,37792,33957,3592,6417,0,22463,0,573,2568,981,953,805,200,203,502,638,969,614,200
