SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-01-01,1,25107,A,29668,23625,4146,6417,0,22267,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513
2026-01-01,2,25881,A,30361,24341,4188,6417,0,22267,0,455,2909,-1132,-606,1005,-361,-453,243,648,-359,994,-514
2026-01-01,3,25355,A,30681,23805,4085,6417,0,22267,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514
2026-01-01,4,24762,A,30225,23226,4092,6417,0,22267,0,629,2980,-1469,-589,837,-361,-531,346,650,-770,990,-514
2026-01-01,5,24111,A,29092,22653,4044,6417,0,22267,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513
2026-01-01,6,23637,A,28521,22147,4149,6417,0,22267,0,787,3323,-1208,-423,953,-361,-531,139,359,-460,990,-514
2026-01-01,7,22745,A,27909,21334,4142,6417,0,22267,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514
2026-01-01,8,22061,A,27224,20657,4093,6417,0,22267,0,997,3778,-1007,-540,716,-361,-531,80,7,-613,990,-514
2026-01-01,9,21715,A,27508,20229,4100,6417,0,22267,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514
2026-01-01,10,21429,A,27288,19981,4219,6417,0,22267,0,988,4103,-1195,-624,652,-361,-531,164,-143,-903,968,-514
2026-01-01,11,21099,A,27198,19657,4192,6417,0,22267,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514
2026-01-01,12,21047,A,27136,19640,4210,6417,0,22267,0,966,4338,-1011,-683,741,-361,-531,-412,-162,-849,986,-514
2026-01-01,13,21525,A,27110,20093,4224,6417,0,22267,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514
2026-01-01,14,21786,A,27310,20377,4199,6417,0,22267,0,941,4349,-1050,-378,787,-361,-531,-20,-350,-780,975,-513
2026-01-01,15,22674,A,27214,21229,4064,6417,0,22267,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513
2026-01-01,16,22862,A,27553,21399,3997,6417,0,22267,0,928,4378,-415,-397,799,-452,-531,676,-221,-633,986,-514
2026-01-01,17,24036,A,27423,22496,3864,6417,2,22267,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513
2026-01-01,18,24747,A,28009,23154,3873,6417,234,22267,0,947,4242,-85,1,660,-452,-531,838,-133,14,986,-514
2026-01-01,19,25425,A,28493,23709,3748,6417,933,22267,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514
2026-01-01,20,25987,A,29028,24198,3760,6417,1749,22267,0,940,4142,706,232,596,-452,-531,722,-5,148,990,-513
2026-01-01,21,26752,A,29799,24864,3725,6417,2380,22267,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513
2026-01-01,22,26959,A,29994,25003,3770,6417,2995,22267,0,927,4323,1002,556,384,-452,-531,741,-12,510,990,-513
2026-01-01,23,27178,A,30214,25172,3775,6417,3342,22267,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514
2026-01-01,24,27697,A,30767,25570,3926,6417,3389,22267,0,869,4482,1003,703,1,-452,-531,1014,-105,525,994,-513
2026-01-01,25,28878,A,31595,26716,3934,6417,3183,22267,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514
2026-01-01,26,29308,A,32123,27142,4044,6417,2712,22267,0,718,4521,1466,988,342,-452,-531,1016,84,883,991,-514
2026-01-01,27,29551,A,32281,27378,3976,6417,2338,22267,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513
2026-01-01,28,29977,A,32498,27726,4073,6417,1893,22267,0,424,4369,1499,983,852,-452,-531,1016,79,802,992,-514
2026-01-01,29,30357,A,32488,28131,4034,6417,1435,22267,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514
2026-01-01,30,30466,A,32586,28309,4049,6417,1032,22267,0,23,4216,1480,992,298,-452,-531,980,527,836,991,-514
2026-01-01,31,31184,A,33295,28959,4004,6417,531,22267,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514
2026-01-01,32,32188,A,34292,29797,4070,6417,108,22267,0,8,3366,1504,992,953,-452,-531,997,977,806,991,-513
2026-01-01,33,33178,A,35279,30580,4014,6417,0,22267,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513
2026-01-01,34,34312,A,36409,31643,4016,6417,0,22267,0,1,3363,1504,992,692,-452,-531,985,1397,998,990,-513
2026-01-01,35,35082,A,37181,32333,4014,6417,0,22267,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513
2026-01-01,36,34820,A,36920,32231,4033,6417,0,22267,0,3,3237,1504,992,1021,-452,-531,997,1397,998,991,-514
2026-01-01,37,34342,A,36442,31848,3927,6417,0,22267,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514
2026-01-01,38,33772,A,35873,31268,3925,6417,0,22267,0,4,3416,1504,991,1052,-452,-531,997,1397,996,991,-514
2026-01-01,39,33088,A,35200,30593,3866,6417,0,22267,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525
2026-01-01,40,32298,A,34402,29801,3838,6417,0,22267,0,7,3604,1417,951,1051,-452,-531,988,1397,907,991,-514
2026-01-01,41,31002,A,33107,28581,3703,6417,0,22267,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514
2026-01-01,42,30312,A,32419,27842,3711,6417,0,22267,0,11,3099,1253,699,1048,-452,-531,996,1378,762,991,-513
2026-01-01,43,29074,A,31181,26677,3610,6417,0,22267,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514
2026-01-01,44,28250,A,30351,25900,3591,6417,0,22267,0,4,3721,803,444,797,-452,-531,668,1083,498,991,-514
2026-01-01,45,26740,A,28849,24560,3439,6417,0,22267,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514
2026-01-01,46,25441,A,27804,23426,3457,6417,0,22267,0,266,4132,620,390,729,-452,-531,74,635,334,991,-514
2026-01-01,47,24509,A,27429,22504,3482,6417,0,22267,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514
2026-01-01,48,23967,A,27298,22031,3617,6417,0,22268,0,1235,4329,851,276,795,-452,-531,219,186,298,986,-513
2026-01-02,1,24638,A,27929,22657,3595,6417,0,22268,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514
2026-01-02,2,25279,A,28783,23364,3647,6417,0,22268,0,1230,4328,1445,737,789,-361,-531,180,-268,688,800,-514
2026-01-02,3,24599,A,28450,22686,3593,6417,0,22268,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514
2026-01-02,4,24088,A,27936,22217,3650,6417,0,22268,0,1228,4269,1405,664,426,-361,-426,149,-719,626,768,-514
2026-01-02,5,23737,A,27767,21917,3640,6417,0,22268,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514
2026-01-02,6,23112,A,27261,21300,3633,6417,0,22268,0,1164,4174,984,875,729,-361,-473,125,-1028,559,913,-523
2026-01-02,7,22444,A,26684,20673,3567,6417,0,22268,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514
2026-01-02,8,22201,A,26435,20388,3557,6417,0,22268,0,1209,4236,1062,381,260,-361,-531,118,-1019,816,667,-514
2026-01-02,9,21842,A,25748,20085,3404,6417,0,22268,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514
2026-01-02,10,21718,A,25581,19991,3394,6417,0,22268,0,1069,4507,850,307,110,-361,-467,-14,-838,649,361,-514
2026-01-02,11,21838,A,25433,20147,3420,6417,0,22268,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514
2026-01-02,12,22527,A,25784,20807,3410,6417,0,22268,0,636,4361,520,557,-153,-361,-340,-279,-375,329,295,-513
2026-01-02,13,24117,A,26322,22279,3466,6417,0,22268,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514
2026-01-02,14,25200,A,27435,23316,3398,6417,0,22268,0,12,3915,377,568,198,-361,-251,-497,80,332,392,-514
2026-01-02,15,27068,A,28952,24972,3197,6417,0,22268,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502
2026-01-02,16,28028,A,30050,26023,3153,6417,0,22268,0,12,3764,1327,551,160,-430,-179,-288,527,746,985,-513
2026-01-02,17,30119,A,31943,28035,3027,6417,3,22268,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514
2026-01-02,18,31484,A,33269,29317,3104,6417,296,22268,0,8,4201,1458,992,997,-406,-257,313,977,958,985,-514
2026-01-02,19,32608,A,34586,30213,3085,6417,1539,22268,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514
2026-01-02,20,32481,A,34579,30010,3086,6417,3102,22268,0,9,3301,1505,992,1047,-452,-523,835,1398,998,992,-514
2026-01-02,21,32207,A,34255,29653,3002,6417,4697,22268,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514
2026-01-02,22,31536,A,33542,28923,3096,6417,5915,22268,0,9,3664,1505,989,1047,-452,-431,844,1397,996,992,-514
2026-01-02,23,31535,A,33319,28797,3054,6417,6769,22268,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482
2026-01-02,24,31552,A,33301,28683,2987,6417,7169,22268,0,13,3658,1324,877,996,-450,-173,977,1397,934,992,-513
2026-01-02,25,31434,A,33214,28469,2909,6417,7199,22268,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514
2026-01-02,26,30998,A,32783,28091,2895,6417,7014,22268,0,9,3054,1501,908,919,-452,-210,1000,1397,909,992,-514
2026-01-02,27,31849,A,33565,28878,2728,6417,6276,22268,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496
2026-01-02,28,32134,A,33779,29148,2657,6417,5290,22268,0,10,3837,1464,937,988,-452,-70,790,1397,954,985,-513
2026-01-02,29,32785,A,34478,29702,2427,6417,4190,22268,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435
2026-01-02,30,34258,A,36027,31225,2393,6417,2735,22268,0,16,3995,1476,934,497,-427,-310,859,1397,994,985,-416
2026-01-02,31,35840,A,37685,32707,2280,6417,1050,22268,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363
2026-01-02,32,37053,A,39118,33989,2489,6417,151,22268,0,8,4283,1506,977,1046,-451,-531,726,1398,852,994,-475
2026-01-02,33,38278,A,40285,35140,2570,6417,0,22268,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420
2026-01-02,34,39928,A,42014,36680,2620,6417,0,22268,0,0,4322,1506,872,997,-452,-531,631,1397,872,1239,-503
2026-01-02,35,41154,A,43251,37783,2461,6417,0,22268,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514
2026-01-02,36,41156,A,43252,37852,2513,6417,0,22268,0,0,4291,1506,938,1046,-451,-531,810,1397,878,1424,-514
2026-01-02,37,40524,A,42621,37439,2478,6417,0,22268,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514
2026-01-02,38,39659,A,41755,36664,2479,6417,0,22268,0,0,4222,1506,928,1046,-451,-531,701,1397,996,1425,-514
2026-01-02,39,38839,A,40938,35980,2577,6417,0,22268,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514
2026-01-02,40,37528,A,39633,34742,2686,6417,0,22268,0,8,4048,1446,853,1047,-452,-531,750,1398,970,1425,-514
2026-01-02,41,36462,A,38565,33788,2662,6417,0,22268,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514
2026-01-02,42,35327,A,37430,32766,2833,6417,0,22268,0,12,3934,1323,789,1045,-452,-525,206,1397,860,1425,-514
2026-01-02,43,33661,A,35743,31251,2965,6417,0,22268,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514
2026-01-02,44,32533,A,34369,30245,3011,6417,0,22268,0,10,3673,651,306,1047,-406,-262,-103,1397,399,1424,-455
2026-01-02,45,30540,A,32619,28412,2973,6417,0,22268,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508
2026-01-02,46,29364,A,31504,27366,3101,6417,0,22268,0,8,3540,631,265,918,-452,-191,-402,1397,366,1384,-487
2026-01-02,47,27671,A,29897,25644,3061,6417,0,22268,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505
2026-01-02,48,26765,A,29146,24778,3200,6417,0,22268,0,7,3570,423,36,418,-452,-466,-342,1397,323,918,-514
2026-01-03,1,26819,A,28862,24824,3175,6417,0,22268,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514
2026-01-03,2,27327,A,29214,25407,3216,6417,0,22268,0,16,3682,614,1,351,-429,-328,42,1385,269,1115,-514
2026-01-03,3,26780,A,29224,24982,3159,6417,0,22268,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514
2026-01-03,4,26033,A,29069,24331,3300,6417,0,22268,0,1208,3824,713,137,719,-361,-354,172,1197,333,1225,-513
2026-01-03,5,25281,A,28467,23659,3319,6417,0,22268,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514
2026-01-03,6,24861,A,28087,23319,3426,6417,0,22268,0,1238,4132,680,167,655,-361,-514,194,932,330,855,-513
2026-01-03,7,24408,A,27612,22906,3644,6417,0,22268,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513
2026-01-03,8,23850,A,27071,22367,3663,6417,0,22268,0,1233,4062,495,218,389,-361,-513,202,751,323,696,-514
2026-01-03,9,23469,A,26605,21998,3491,6417,0,22268,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514
2026-01-03,10,23350,A,26413,21824,3524,6417,0,22268,0,1217,4208,322,18,259,-361,-371,119,417,255,535,-514
2026-01-03,11,22843,A,25766,21353,3520,6417,0,22268,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514
2026-01-03,12,22942,A,25727,21519,3611,6417,0,22268,0,1194,4574,221,167,102,-361,-96,-20,14,239,402,-514
2026-01-03,13,23925,A,26272,22384,3608,6417,0,22268,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514
2026-01-03,14,24758,A,26796,23099,3640,6417,0,22268,0,529,4622,185,250,133,-395,0,0,293,256,258,-514
2026-01-03,15,25980,A,27426,24216,3694,6417,0,22268,0,74,4321,304,398,301,-258,0,119,665,319,75,-514
2026-01-03,16,27139,A,28407,25247,3644,6417,0,22268,0,16,4157,319,406,308,-138,0,124,724,323,65,-514
2026-01-03,17,28864,A,30188,26812,3494,6417,5,22268,0,11,3944,441,324,425,-199,0,412,874,335,157,-514
2026-01-03,18,30070,A,31526,27842,3451,6417,341,22268,0,9,3859,456,324,431,-333,0,423,915,344,171,-514
2026-01-03,19,31412,A,33037,28964,3480,6417,1626,22268,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514
2026-01-03,20,31534,A,33266,28975,3462,6417,3388,22268,0,9,3379,899,566,833,-450,-159,592,1214,610,408,-514
2026-01-03,21,31461,A,33153,28766,3284,6417,4899,22268,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514
2026-01-03,22,31316,A,33069,28542,3327,6417,6086,22268,0,7,4037,832,592,645,-450,-183,708,965,642,509,-513
2026-01-03,23,30820,A,32613,28022,3156,6417,6930,22268,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514
2026-01-03,24,30465,A,32295,27740,3180,6417,7319,22268,0,7,4316,898,568,766,-450,-259,746,856,698,399,-514
2026-01-03,25,30482,A,32285,27729,3056,6417,7162,22268,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513
2026-01-03,26,30531,A,32377,27941,3155,6417,6973,22268,0,7,4376,1014,637,642,-450,-275,797,723,677,398,-514
2026-01-03,27,30629,A,32445,28095,3147,6417,6567,22268,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513
2026-01-03,28,31101,A,32960,28464,3209,6417,5672,22268,0,10,4344,991,594,413,-450,-285,617,616,725,329,-514
2026-01-03,29,31538,A,33417,28909,3050,6417,4433,22268,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514
2026-01-03,30,32979,A,34989,30238,2963,6417,2965,22268,0,12,4119,795,449,360,-450,-434,577,758,421,161,-514
2026-01-03,31,34509,A,36561,31626,2896,6417,1199,22268,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513
2026-01-03,32,35570,A,37680,32565,2891,6417,165,22268,0,16,4246,751,446,302,-450,-531,414,742,472,613,-513
2026-01-03,33,37413,A,39522,34200,2883,6417,0,22268,0,14,3941,1060,501,792,-450,-531,843,1080,596,889,-514
2026-01-03,34,39028,A,41126,35771,2940,6417,0,22268,0,3,4158,1098,510,816,-450,-531,861,1131,605,916,-514
2026-01-03,35,40635,A,42736,37357,2853,6417,0,22268,0,6,4130,1337,691,1040,-450,-531,864,1238,626,1220,-514
2026-01-03,36,40792,A,42893,37495,2881,6417,0,22268,0,6,4201,1365,707,1049,-450,-531,864,1261,632,1244,-514
2026-01-03,37,40315,A,42418,37057,2857,6417,0,22268,0,8,4015,1152,831,1059,-450,-531,744,1382,796,1333,-514
2026-01-03,38,39661,A,41764,36379,2927,6417,0,22268,0,8,3999,1126,836,1059,-450,-531,739,1397,801,1340,-514
2026-01-03,39,38560,A,40671,35425,2863,6417,0,22268,0,17,4022,1222,713,1054,-450,-531,644,1397,597,1369,-513
2026-01-03,40,37427,A,39542,34416,2924,6417,0,22268,0,20,4143,1233,700,1054,-450,-531,642,1397,581,1371,-514
2026-01-03,41,36426,A,38538,33478,2864,6417,0,22268,0,17,3960,769,507,1008,-450,-531,920,1397,488,1307,-514
2026-01-03,42,35483,A,37596,32577,2929,6417,0,22268,0,18,4024,710,491,1007,-450,-531,931,1398,485,1302,-514
2026-01-03,43,34174,A,36285,31348,2849,6417,0,22268,0,15,4000,835,401,862,-450,-531,839,1397,568,1276,-515
2026-01-03,44,33242,A,35358,30507,2891,6417,0,22268,0,21,3911,851,395,857,-450,-531,835,1397,572,1273,-514
2026-01-03,45,31861,A,33975,29264,2816,6417,0,22268,0,19,3948,967,414,891,-450,-531,592,1397,525,1240,-514
2026-01-03,46,30599,A,32711,28089,2828,6417,0,22268,0,18,3907,981,416,892,-450,-531,583,1374,520,1223,-513
2026-01-03,47,28647,A,30792,26212,2808,6417,0,22268,0,50,4024,887,434,884,-450,-531,418,1079,439,705,-514
2026-01-03,48,27984,A,30329,25587,2747,6417,0,22268,0,285,3922,876,431,883,-450,-497,412,1037,432,671,-513
2026-01-04,1,27899,A,30100,25502,2629,6417,0,22268,0,287,3798,808,302,820,-438,-362,318,973,408,751,-514
2026-01-04,2,28661,A,30760,26377,2613,6417,0,22268,0,301,4025,800,295,817,-352,-333,314,966,406,759,-513
2026-01-04,3,28415,A,30906,26140,2548,6417,0,22268,0,469,3942,827,393,787,-437,-471,444,976,397,826,-514
2026-01-04,4,27714,A,30277,25473,2521,6417,0,22268,0,586,4040,830,400,786,-451,-412,449,976,397,830,-514
2026-01-04,5,27136,A,29655,24853,2448,6417,0,22268,0,528,3989,1043,419,712,-451,-426,476,965,397,797,-514
2026-01-04,6,26686,A,29252,24439,2437,6417,0,22268,0,611,3996,1069,418,709,-451,-391,477,965,395,789,-513
2026-01-04,7,26338,A,28884,24128,2376,6417,0,22268,0,562,3935,1090,365,763,-451,-420,506,982,348,608,-513
2026-01-04,8,25673,A,28255,23440,2397,6417,0,22268,0,641,3927,1092,363,766,-451,-377,506,974,346,591,-513
2026-01-04,9,25302,A,28088,23099,2310,6417,0,22268,0,878,4090,875,399,709,-451,-344,522,843,382,420,-513
2026-01-04,10,25041,A,27757,22784,2284,6417,0,22268,0,882,4053,848,402,707,-451,-269,523,822,386,407,-514
2026-01-04,11,25008,A,27568,22712,2179,6417,0,22268,0,879,4149,653,420,443,-451,-117,476,768,423,365,-513
2026-01-04,12,24847,A,27304,22638,2127,6417,0,22268,0,831,4226,629,418,432,-451,-62,474,766,423,361,-513
2026-01-04,13,25496,A,27502,23251,2102,6417,0,22268,0,305,4135,465,303,451,-436,-151,302,833,306,355,-514
2026-01-04,14,26222,A,28365,23853,2111,6417,0,22268,0,277,3932,444,289,433,-450,-302,296,812,295,347,-514
2026-01-04,15,27262,A,29396,24824,2164,6417,0,22268,0,277,3888,301,91,2,-450,-293,382,439,173,89,-514
2026-01-04,16,28103,A,30187,25616,2158,6417,0,22268,0,237,3765,284,81,0,-450,-283,385,420,168,70,-514
2026-01-04,17,29561,A,31476,26832,2068,6417,6,22268,0,12,3676,573,197,140,-450,-339,283,769,294,43,-514
2026-01-04,18,30937,A,32962,28153,2079,6417,347,22268,0,9,3860,610,220,157,-450,-452,280,842,316,51,-514
2026-01-04,19,32574,A,34595,29649,1982,6417,1629,22268,0,8,3496,1211,726,772,-450,-449,623,1216,813,406,-514
2026-01-04,20,32700,A,34794,29643,1940,6417,3398,22268,0,6,3222,1287,763,806,-450,-524,636,1242,843,436,-514
2026-01-04,21,33028,A,35128,29876,1800,6417,4897,22268,0,5,3273,1375,863,1015,-450,-531,785,982,776,646,-514
2026-01-04,22,32950,A,35050,29707,1684,6417,5912,22268,0,5,3256,1386,867,1022,-450,-531,790,939,768,662,-514
2026-01-04,23,32905,A,35005,29636,1648,6417,6721,22268,0,5,3149,1377,795,1046,-450,-531,562,801,688,680,-514
2026-01-04,24,32905,A,35005,29560,1627,6417,6881,22268,0,5,3130,1375,795,1046,-450,-531,554,787,689,686,-514
2026-01-04,25,34083,A,36183,30631,1610,6417,6923,22268,0,5,3177,1482,980,1046,-450,-531,910,823,892,771,-514
2026-01-04,26,34406,A,36506,30908,1654,6417,6562,22268,0,5,2966,1495,990,1046,-450,-531,924,801,905,771,-514
2026-01-04,27,34673,A,36773,31170,1541,6417,5862,22268,0,5,3128,1476,923,902,-450,-531,857,481,901,536,-514
2026-01-04,28,35382,A,37482,31746,1534,6417,5036,22268,0,5,2861,1471,912,889,-450,-531,849,413,897,516,-514
2026-01-04,29,35725,A,37825,32131,1530,6417,3739,22268,0,5,3012,1129,649,296,-450,-531,333,50,745,372,-514
2026-01-04,30,36933,A,39035,33373,1541,6417,2354,22268,0,7,2945,1085,620,264,-450,-531,308,4,734,351,-514
2026-01-04,31,38169,A,40399,34646,1675,6417,1060,22268,0,9,2996,677,243,113,-450,-531,-81,-3,692,-42,-514
2026-01-04,32,39516,A,41789,35755,1701,6417,171,22268,0,14,2960,627,217,107,-450,-531,-96,-1,681,-67,-514
2026-01-04,33,41181,A,43289,37259,1800,6417,0,22268,0,12,2984,638,203,234,-450,-531,56,38,367,-1,-514
2026-01-04,34,42613,A,44719,38611,1837,6417,0,22268,0,11,2834,640,203,239,-450,-531,61,61,346,0,-514
2026-01-04,35,43213,A,45316,39252,1803,6417,0,22268,0,8,2625,517,221,183,-450,-531,204,289,291,41,-514
2026-01-04,36,43377,A,45477,39505,1828,6417,0,22268,0,5,2686,501,221,181,-450,-531,209,324,288,44,-514
2026-01-04,37,42781,A,44880,38983,1692,6417,0,22268,0,4,2774,435,181,150,-450,-531,84,397,273,0,-514
2026-01-04,38,41587,A,43687,37862,1764,6417,0,22268,0,5,2617,428,173,149,-450,-531,80,408,267,7,-514
2026-01-04,39,40613,A,42728,36982,1763,6417,0,22268,0,11,3083,231,0,103,-450,-531,-9,442,83,338,-514
2026-01-04,40,39889,A,42024,36278,1794,6417,0,22268,0,12,2896,207,-14,102,-450,-531,-14,417,68,363,-514
2026-01-04,41,38942,A,41301,35438,1708,6417,0,22268,0,12,2989,198,-38,102,-450,-531,-125,43,-89,406,-514
2026-01-04,42,37592,A,39982,34165,1716,6417,0,22268,0,12,2884,197,-50,102,-450,-531,-129,-4,-100,409,-514
2026-01-04,43,35837,A,38885,32579,1684,6417,0,22268,0,12,3174,-68,-400,2,-450,-531,-276,-4,-193,393,-514
2026-01-04,44,34628,A,37747,31618,1626,6417,0,22268,0,12,3287,-98,-428,0,-450,-531,-281,-4,-202,370,-513
2026-01-04,45,32813,A,36952,29958,1572,6417,0,22268,0,11,3371,-283,-538,-248,-450,-471,-272,-4,-342,-406,-514
2026-01-04,46,31098,A,35193,28320,1628,6417,0,22268,0,25,3487,-308,-541,-270,-448,-321,-272,-2,-342,-461,-505
2026-01-04,47,29311,A,33890,26633,1574,6417,0,22268,0,586,3628,-663,-372,-482,-380,-177,-268,12,-24,-515,-512
2026-01-04,48,28262,A,33323,25715,1662,6417,0,22271,0,1225,3483,-708,-357,-490,-298,-86,-268,24,-1,-517,-511
2026-01-05,1,28743,A,33869,26241,1584,6417,0,22271,0,1216,3533,-758,-221,-535,-422,-187,-236,152,70,-438,-513
2026-01-05,2,29345,A,34414,26899,1574,6417,0,22271,0,1205,3720,-764,-212,-536,-451,-120,-235,164,73,-432,-514
2026-01-05,3,28993,A,34138,26481,1549,6417,0,22271,0,1210,3782,-794,-202,-486,-451,-218,-252,111,30,-418,-514
2026-01-05,4,28692,A,33798,26211,1602,6417,0,22271,0,1193,3930,-798,-208,-484,-451,-189,-253,98,28,-416,-514
2026-01-05,5,28164,A,33531,25664,1519,6417,0,22271,0,1191,3679,-830,-449,-544,-451,-283,-143,7,39,-362,-514
2026-01-05,6,27767,A,33090,25285,1461,6417,0,22271,0,1193,3562,-834,-462,-547,-451,-216,-139,-4,39,-363,-514
2026-01-05,7,27386,A,32891,24914,1429,6417,0,22271,0,1183,3511,-909,-338,-573,-451,-265,-122,-4,37,-546,-514
2026-01-05,8,27053,A,32619,24517,1423,6417,0,22271,0,1173,3273,-918,-338,-574,-451,-288,-121,-31,26,-558,-514
2026-01-05,9,26844,A,33442,24319,1411,6417,0,22271,0,1171,3619,-1072,-623,-636,-451,-185,-120,-371,-368,-487,-514
2026-01-05,10,26823,A,33597,24266,1457,6417,0,22271,0,1164,3359,-1091,-652,-638,-433,-214,-135,-444,-407,-497,-499
2026-01-05,11,27166,A,35504,24639,1413,6417,0,22271,0,586,3699,-1126,-1003,-573,-303,-80,-883,-829,-922,-1037,-396
2026-01-05,12,28158,A,36062,25498,1504,6417,0,22271,0,80,4057,-1129,-1027,-571,-205,0,-917,-879,-951,-1074,-471
2026-01-05,13,30797,A,37367,27979,1395,6417,0,22271,0,18,4160,-867,-1027,-493,-99,0,-294,-904,-801,-1068,-399
2026-01-05,14,33362,A,40016,30362,1464,6417,0,22271,0,18,3972,-834,-1025,-477,-212,0,-263,-879,-793,-1065,-488
2026-01-05,15,36112,A,41459,32660,1481,6417,0,22271,0,18,3776,-379,-936,-107,-257,0,-168,-519,-868,-1051,-444
2026-01-05,16,38195,A,43559,34514,1518,6417,0,22271,0,16,3424,-322,-916,-104,-398,0,-165,-444,-855,-1036,-508
2026-01-05,17,40380,A,43608,36476,1518,6417,1,22271,0,14,3171,-215,-435,-2,-437,-62,-75,-67,-255,-553,-513
2026-01-05,18,41209,A,44305,37300,1549,6417,249,22271,0,14,3069,-203,-394,0,-343,-212,-72,-11,-208,-525,-514
2026-01-05,19,42771,A,45768,38710,1575,6417,1193,22271,0,14,3087,-158,-107,-99,-430,-364,-3,99,105,-708,-514
2026-01-05,20,42772,A,45920,38597,1535,6417,2663,22271,0,14,2981,-153,-104,-104,-451,-483,0,122,121,-725,-514
2026-01-05,21,42138,A,45955,37983,1431,6417,4330,22271,0,11,2622,-250,-717,135,-451,-393,110,240,8,-881,-514
2026-01-05,22,41328,A,45235,37359,1384,6417,5589,22271,0,12,1966,-261,-764,155,-450,-411,113,249,5,-895,-514
